"Starting the live stream. At any moment, press the {0} key to pause or play the live stream, and on the {1} key to stop it. Press the {2} key to activate or deactivate the webcam, and press the {3} key to change the chat window size.",正在启动直播。你能在任何时候按下{0}键来暂停或开始直播，也可以按下{1}键来关闭它。按下{2}键可以打开或关闭网络摄像头，按下{3}键可以改变聊天窗口的大小。,LiveTwitch,
Do you want post on this account?,你想发布在该账号上吗？,AlreadyConnected,
Subscribe to the newsletter of KTBG (you will receive an email).,订阅《干死那坏蛋》的资讯（你将会收到邮件）。,NewsletterPopup,
Bloody brainless Spartan!,血腥无脑的斯巴达人！,AchievTxt_001,
You depraved bloody vampire!,你堕落成嗜血的吸血鬼了！,AchievTxt_002,
You're a great tinkerer!,你就是工匠大师！,AchievTxt_003,
"You're the MacGyver of murder, right?",莫非你就是杀手中的马盖先？,AchievTxt_004,
Has he lost his mind?,他没脑子吗？,AchievTxt_005,
Off with his head!,砍掉他脑袋！,AchievTxt_006,
Footloose and fancy-free!,抱歉，扯你后腿了！,AchievTxt_007,
How about opening a jerky business?,要不要搞点肉干生意？,AchievTxt_008,
You remind me of a butcher I once knew…,你让我想起一位屠夫……,AchievTxt_009,
You do like to be the master of puppets right ?,你想成为木偶大师，对吧？,AchievTxt_012,
What's the matter with those pages?!,那些册子有什么问题吗？！,AchievTxt_013,
Tissue seller,纸巾销售员,AchievTxt_014,
"Run, Bad Guy. Ruuuun!",跑啊，坏蛋，跑跑跑！,AchievTxt_015,
Would you mind awfully letting go of my ball?,你就这么舍不得放开我的球吗？,AchievTxt_016,
Vigilant,警惕,AchievTxt_017,
You're getting into contract killer territory now…,你现在正步入职业杀手的领域……,AchievTxt_018,
"My God, what have you become?",天啊，瞧你都变成什么了？,AchievTxt_019,
You're not made for this. Why not take up knitting instead?,你不是为了失败才来的吧。怎么不改行去织毛衣呢？,AchievTxt_021,
"They say that ""It's the taking part that counts"" right ?",这就是他们说的『重在参与』？,AchievTxt_022,
"Hmm… discretion isn't your thing, huh?",嗯……谨慎行事不是你的风格，对吧？,AchievTxt_024,
"Call him next time, it would be faster!",下次直接叫他，这样会快点！,AchievTxt_026,
He is likely to be dead.,他很可能已经死了,AchievTxt_027,
Leave some to the necrophilics,给恋尸者留点,AchievTxt_028,
"Take your time, why don't you?",怎么就那么着急呢？,AchievTxt_030,
Better late than never,迟到总好过没到,AchievTxt_031,
First Blood!,第一滴血！,AchievTxt_032,
He can keep on running,他还可以继续跑,AchievTxt_034,
So cute! You're like a cat messing with a mouse,太可爱了！就像猫抓老鼠一样,AchievTxt_036,
Tough job,棘手的工作,AchievTxt_039,
He just shouldn't have followed him!,他就不该跟着他！,AchievTxt_040,
Protect thyself,保护好你自己,AchievTxt_041,
Easy tiger… we've got a quota you know!,放松点……你知道我们是有规定的！,AchievTxt_042,
He kind. You dumb!,他是好人。你个猪头！,AchievTxt_043,
Should I call your mom to make you stop?!,我该叫你妈来阻止你吗？！,AchievTxt_045,
Welcome aboard!,欢迎加入！,AchievTxt_046,
Cooking some white sauce?,要用白牛奶来做料理？,AchievTxt_047,
A good week at work,愉快的一周工作时间,AchievTxt_050,
Extra hours,加班时间,AchievTxt_051,
Accident or suicide? We'll leave you the benefit of the doubt,你说这是自杀或意外？我们就姑且相信你吧,AchievTxt_053,
Cops ain't Bad Guys. No they're not!,警察不是坏蛋。他们不是！,AchievTxt_054,
There are plenty of these in the world...,世界上有很多这样的人……,AchievTxt_056,
Star wars!,星球大战！,AchievTxt_057,
Nazi Zombiiiiiiiiiiiiiiiiiiies,纳粹丧丧丧丧丧丧丧丧丧尸,AchievTxt_058,
"Hasta la vista, baby!",后会有期，宝贝！,AchievTxt_059,
Guardian angel,守护天使,AchievTxt_060,
Show off!,炫耀！,AchievTxt_061,
I didn't know you were such an exhibitionist!,我都不知道你是这么爱炫的人！,AchievTxt_062,
What the hell is wrong with you??!!,你哪根筋不对了？？！！,AchievTxt_063,
I'm glad you are not my dentist,真庆幸你不是我的牙医,AchievTxt_064,
Ready to travel?,准备好旅行了吗？,AchievTxt_065,
Spill 100 liters of blood,洒出100升的血,AchievDesc_001,
Spill 500 liters of blood,洒出500升的血,AchievDesc_002,
Associate 100 items,组合100件道具,AchievDesc_003,
Associate 1000 items,组合1000件道具,AchievDesc_004,
Cut off 5 heads,砍掉5颗脑袋,AchievDesc_005,
Cut off 15 heads,砍掉15颗脑袋,AchievDesc_006,
Cut off 10 legs,砍掉10条腿,AchievDesc_007,
Cut off 50 legs,砍掉50条腿,AchievDesc_008,
Dismember the Bad Guy 50 times,肢解坏蛋50次,AchievDesc_009,
Fling the Bad Guy 1000 meters away,把坏蛋抛出1000米远,AchievDesc_012,
Make the Bad Guy read 50 magazines,让坏蛋读50次杂志,AchievDesc_013,
Make the Bad Guy watch 50 movies,让坏蛋看50场电影,AchievDesc_014,
Make the Bad Guy run 5000 meters,让坏蛋跑5000米,AchievDesc_015,
Keep hold of the ball for 5 seconds,持续抓住球体5秒,AchievDesc_016,
Kill the Bad Guy 25 times,干死那坏蛋25次,AchievDesc_017,
Kill the Bad Guy 50 times,干死那坏蛋50次,AchievDesc_018,
Kill the Bad Guy 250 times,干死那坏蛋250次,AchievDesc_019,
Fail 50 times,失败50次,AchievDesc_021,
Fail 10 times,失败10次,AchievDesc_022,
Make the Bad Guy run away 10 times,让坏蛋逃跑10次,AchievDesc_024,
Make the Bad Guy run away 25 times,让坏蛋逃跑25次,AchievDesc_026,
Kill the Bad Guy 5 times on the same level,干死相同关卡的坏蛋5次,AchievDesc_027,
Kill the Bad Guy 25 times on the same level,干死相同关卡的坏蛋25次,AchievDesc_028,
Kill the Bad Guy in one day,在一天内干死坏蛋,AchievDesc_030,
Kill the Bad Guy over several days,过几天再干死坏蛋,AchievDesc_031,
Commit your first assassination,完成你的首次暗杀,AchievDesc_032,
Kill the Bad Guy 5 times as he's escaping,干死逃跑中的坏蛋5次,AchievDesc_034,
Kill the Bad Guy 35 times as he's escaping,干死逃跑中的坏蛋35次,AchievDesc_036,
Kill a Bodyguard,干死1名保镖,AchievDesc_039,
Kill 5 Bodyguards,干死5名保镖,AchievDesc_040,
Kill 10 Bodyguards,干死10名保镖,AchievDesc_041,
Kill one innocent bystander,杀死1名无辜的路人,AchievDesc_042,
Kill 10 innocent bystanders,杀死10名无辜的路人,AchievDesc_043,
Kill 25 innocent bystanders,杀死25名无辜的路人,AchievDesc_045,
Start the game,开始游戏,AchievDesc_046,
Make a pedestrian stop in front of a porn item 25 times,让行人停留在色情刊物前25次,AchievDesc_047,
Spend 35 hours playing the game,玩35小时的游戏,AchievDesc_050,
Spend 2 hours playing the game,玩2小时的游戏,AchievDesc_051,
Kill one cop,杀死1名警察,AchievDesc_053,
Kill 5 cops,杀死5名警察,AchievDesc_054,
Make the Bad Guy run away for the first time,第一次让坏蛋逃跑,AchievDesc_056,
Get 396 stars,获得396颗星星,AchievDesc_057,
Finish Level Zombies!,完成『丧尸』关卡！,AchievDesc_058,
Finish Level T666,完成『T666』关卡,AchievDesc_059,
Finish Level DNKTBG,完成『别干死那坏蛋』关卡,AchievDesc_060,
Share one image on Facebook,在脸书上分享1张图片,AchievDesc_061,
Share one image on Twitter,在推特上分享1张图片,AchievDesc_062,
Broadcast a game on Twitch TV,在Twitch上直播游戏,AchievDesc_062_Old,
Put a dog on a catapult,把狗放到弹弓上,AchievDesc_063,
Get 60 teeth,获得60颗牙齿,AchievDesc_064,
Get 60 passports,获得60本护照,AchievDesc_065,
Make an explosive debut in our business!,让我们的业务来次爆炸性登场！,CrashTest_Sec,
You have to know how to let go if you want to kill with a free spirit…,若想以自由精神来杀人，就得学会放开……,StartWithABang_Sec,XX
"Tsk, what an asshole this Bad Guy is - he's not even going to help that family move house!",啧，这坏蛋太他妈坏了——连那家人搬家他都不去帮。,MortEnDoMineur_Sec,
How about treating him to a terrifying Halloween death?,不如让他见识下可怕的万圣节死神？,CaSentLeGaz_Sec,XX
"They say water isn't a good conductor. Let's see, shall we?",他们说水不是好的导体。要不我们来试试看？,Riviere_Sec,
We might be able to make people believe that a spaceship has crash landed on Earth...,或许我们能让民众相信有艘太空飞船坠毁了……,OVNI_Sec,
"No, you won't do that right? You wouldn't dare?!",不，你不会这么做的，对吧？你没有那胆量？！,tuto_catapulte_Sec,
"Green, red... Ahh, contemporary art in all its splendor.",绿色，红色……啊，现代艺术可真是光彩绚丽。,PartirDuBonPied_Sec,
Could you send a sample of the Bad Guy's blood to the cops?,你可以把坏蛋的血液样本送去给警察吗？,QualifAuJavelot_Sec,
I'm having a BBQ on Saturday. Could you bring me a nice leg of lamb?,我周六要去烧烤。你能帮我带条羔羊腿吗？,EssenceMalPlacee_Sec,
I don't like this guy's face. Make sure you hide it well!,我讨厌这家伙的脸。你一定要把它藏好！,BigBrother_Sec,
Fancy a game of basketball?,想来场篮球游戏？,TotalExplosion_Sec,
"Tsk, look at how those fools parked their car. They don't even deserve to have one.",啧，瞧那帮傻子停车。真是白瞎了他们的车。,TangramUrbain_Sec,
This bakery does the best bread. Don't let the Bad Guy try it!,这家面包店的面包是最棒的。别给坏蛋吃！,tuto_streetlight_Sec,
Forewarned is forearmed... Do you want to earn yourself a bonus?,先知先戒备……要不要给自己来点奖励？,EnChantier_Sec,
"I've been meaning to ask you, are you green-fingered?",我一直都想问你，你是不是很擅长园艺？,GrilleMouvante_Sec,
The Bad Guy has always lived in shadowy backstreets. Treat him to some wide open spaces!,那个坏蛋老躲在阴暗的后街。把他请到开阔的地方去！,MereNatureFachee_Sec,
His life only hangs by a thread. Make this Bad Guy feel the weight of his sins.,他已命悬一线。让这个坏蛋感受他罪孽之深重。,InstantMortel_Sec,
That one deserved the electric chair for sleeping with my mom!,敢睡我妈的人都得用电椅伺候！,Patrouille_Sec,
"This show is really lacking in special effects, don't you think?",这场演出真的很缺特效，你不觉得吗？,DeathJump_Sec,
"You know, girls are wrong about one thing: being fast can sometimes have its benefits.",你知道吗，女孩有个观点是错的：有时候快也有它的长处。,ChienEncombrant_Sec,
His sister stars in the second movie. It'd be nice if he could see her one last time before he dies.,他妹妹是第二场电影的主角。最好能让他在死前看上最后一眼。,LeBonOrdreDeFilm_Sec,
A dog needs to be loyal until the end... Of his master.,直到他主人……走完人生，狗都需要忠诚。,HommeDechet_Sec,
It's thanks to him that I got this job. Send him my full appreciation!,多亏有他我才有这份工作。给他送去我满满的谢意吧！,SoireeArrosee_Sec,
"He's never been middle-of-the-road before, so let's change that for him.",他从来都不是中间派的人，让我们来改变他吧。,Deviation_Sec,
I told my brother to go get some bread. He always forgets. Could you help him remember?,我让我哥去拿些面包，但他老是忘了。你能帮他记起来吗？,SensInterdit_Sec,
A real killer doesn't set himself any limits.,真正的杀手是不会给自己设限的。,Sniper_Sec,
For once there's no traffic jam. How unusual!,这次居然没有交通阻塞。太不平常了！,TrafficDense_Sec,
"We're in no hurry for this one, we can really string out the pleasure.",这家伙的事我们不急，我们可以慢慢享受这份快乐。,Way_Sec,
How about we treat him to a new haircut?,给他来点新发型如何？,ResidentialArea_Sec,
"We're here to make the world better, not even more depraved.",我们是为了让世界变得更好，而不是让它变得更堕落。,BeauteAceree_Sec,
"This guy is a big-headed, don't you think? We should deflate it!",你不觉得这家伙自大过头了吗？我们该挫挫他的势头！,Indiana_Sec,
"His country's culture says he has to die with clean feet. Actually, that might be for his wedding day... Who cares, it's all the same!",根据他国家的文化，人死的时候脚一定要干净。好吧，也有可能是在结婚的时候……谁在乎呢，反正下场都一样。,VoitureA100euros_Sec,
I'd like to recover the parking space in front of the bakery. Could you free it up for me?,我想空出面包店前的停车位。你能帮我弄开它吗？,LargeSidewalk_Sec,
He's thirsty but he doesn't know it yet.,他口渴了但他还不知道。,FireWall_Sec,
One of the bystanders is shy. Send him something to eat to make him join the party.,有个路人非常害羞。给他点东西吃，好让他加入这场派对。,Vendange_Sec,
He's on the edge of the abyss. Make him take a huge step forward.,他就在深渊的边缘。让他往前迈出一大步吧。,ItsATrap_Sec,
Don't disturb the neighbors! They're shooting a new movie and I don't want to miss it!,别惊扰到邻居！他们正在拍动作片，我不想错过这场好戏！,Bawlling_Sec,
That pedestrian over there is my uncle. You know the type: he sees a gold bar on the floor but complains about having to bend down to pick it up.,那边那个路人是我的叔叔。你知道他是哪种人吗：就是那种看到地上有块金条还要抱怨自己非得弯腰才能捡到的人。,DontKillInnocent_Sec,
I met my first wife at the foot of one of these trees... She left me. Fuck the trees!,我和我第一任老婆就是在这这些树下认识的……但她离开了我。干死那些树！,DistractionLand_Sec,
I'm feeling pragmatic today. How about we kill two birds with one stone?,我觉得自己今天非常务实。要不要来个一石二鸟？,Tuto_BodyGuard_Sec,
My nine-year-old nephew wanted to help but put the air-conditioning unit too far to the left! Do you want to make him happy?,我九岁的侄子想要帮忙，但他把空调放得离左边太远了！你想让他开心吗？,FatalBeauty_Sec,
There must be a way to have some fun with this fountain!,一定能用这喷泉找到什么乐子！,RondPoint_Sec,
The Bodyguard won't even have time to react!,那个保镖甚至都没反应过来！,BodyGuardIsOn_Sec,
"My wife asked me to bring back a leg of lamb for Christmas. I'm sure she'd be completely taken in if... Well, you know?",我老婆让我带条羔羊腿回家，说是给圣诞节用的。我敢保证自己能完全瞒过她的双眼，只要……嗯，你懂我意思吗？,AttentionALaTete_Sec,
Hey! Do you know how much gas costs? Use it sparingly!,嘿！你知道用了多少油吗？省着点用！,FeedMeOil_Sec,
This Bad Guy needs some fresh air before he dies.,这个坏蛋在死前需要来点新鲜空气。,TheTown_Sec,
SoundTest,SoundTest,SoundTest_Sec,
Music is his life. Let's end it on a good note.,音乐是他的生命。让我们以美妙的音符结束它吧。,Opera_Sec,
"Let's give these cops a break, they're obviously snowed under.",让这些警察休息下吧，他们忙得不可开交。,SmallResidential_Sec,
This Bad Guy has lost his memory... It'd be more ethical to remind him who he is before killing him.,这个坏蛋失忆了……在干死他前让他想起自己的事会更符合道义。,Dynamite_Sec,
We're not barbarians. How about we forget the catapult this time?,我们可不是野蛮人。不如这次我们就忘了弹弓的事？,AirStrike_Sec,
Let's make him disappear off the face of the Earth!,让他从地球表面消失吧！,PestingBystanders_Sec,
This Bad Guy looks delicious… I wouldn't mind a slice of him.,这个坏蛋看起来很美味……我不介意从他身上切块肉……,WhoWantsToBeAMillionaire_Sec,
"Don't move a thing! Yes, you can still associate a few things...",别移动任何东西！没错，你还是可以组合少量东西的……,SwitchPoint_Sec,
This city has always reminded me of a pinball machine...,这座城总能让我想起弹珠台……,GreatAlley_Sec,
Everyone would rather watch a good porn movie than witness his death.,比起去看他怎么死，大家还是更愿意去看黄片。,NewYearEve_Sec,
My wife dislike the smell of roasted Bad Guy in the morning.,我老婆讨厌早晨烤坏蛋的气味。,DeathJumpIsBack_Sec,
"On his death bed, I promised this dog I'd bury him with his master. Yes, I'd been drinking...",在他临终前，我曾答应过这只狗要把它和他主人埋在一起。没错，我喝过酒……,EastBlock_Sec,
Your mommy never told you that water wasting was very very bad?!,你妈咪没告诉过你浪费水是可耻的？！,TheBarrack_Sec,
How lovely it is to see a Bodyguard who's so loyal to their Bad Guy. Let's not split them up.,死忠于坏蛋的保镖真是太有爱了。我们不要把他们分开。,TheGreatCorner_Sec,
Do Not Kill The Bad Guy,别干死那坏蛋,DontKillTheGoodGuys_Kill,
Do not block him too much.,别阻碍他太多次,DontKillTheGoodGuys_Sec,
Kill the Bad Guy,干死那坏蛋,Terminator_Kill,
You gonna die or what?!,你是想死还是想怎样？！,Terminator_Sec,
Kill all the Bad Guys,干死全部坏蛋,AngryDogs_Kill,
Be economical.,要精打细算。,AngryDogs_Sec,
Kill all the zombies,干死全部丧尸,KillTheBadZombies_Kill,
Keep enough munitions!,储备足够的弹药！,KillTheBadZombies_Sec,
Kill all the zombies,干死全部丧尸,Braindead_Kill,
Do not tire yourself too much.,别让自己太累！,Braindead_Sec,
Save {0} lemmings,拯救{0}只旅鼠,Lemmings_Kill,
"The more, the merrier.",越多越好。,Lemmings_Sec,
Identity:,身份：,Identity,
Mission Objective,任 务 目 标,Mission,
Name:,名字：,Name,
Location:,地点：,City,
Luciano,卢西安诺,Luciano_Name,
Naples,那不勒斯,Luciano_City,
"This big Mafia boss not only rules over weapon and drug trafficking with an iron fist, but also gambling, prostitutes, household garbage, and the processing of dangerous substances. He'd like to branch out by taking over water and electricity provision, public works and the city's telecoms. Everyone knows what goes on but nobody does anything about it... really, nobody? Over to you!",这位黑手党老大不仅以铁拳控制了武器与毒品交易，还参与了赌博，色情交易，生活垃圾，以及危险品加工。他想通过掌控水电供给，市政工程以及城市电信的方式来扩大自己的势力范围。大家都知道这样下去会有怎样的后果，但没有人能做得了什么……真的，没有人吗？这要看你想怎么做了！,Luciano_Identity,
Mugwati VII,穆格瓦蒂,Mugwati_Name,
Zimbaland,津巴布韦,Mugwati_City,
"Although he is the leader of the poorest country in the world, this African dictator, whose vicious regime has been responsible for over 10,000 civilian deaths, lives in the lap of luxury. He has five palaces, 30 luxury cars, 48 wives, and is an expert in ritual ceremonies involving orgies and cannibalism. Let's help him get to heaven. Apparently there are 72 virgins waiting for him up there.",尽管他是世界上最穷国家的首领，但这位非洲独裁者的生活却非常奢侈，他的邪恶政权已造成超过1万人死亡。他拥有5座宫殿，30辆豪车，48位妻子，而且还是涉及滥交与食人的宗教仪式专家。让我们帮他去天堂吧。据说那里有72位处女在等他。,Mugwati_Identity,
KimDotKom,金德康,KimDotKom_Name,
Pyongyang,平壤,KimDotKom_City,
"This famous North Korean army general, who suffers from a slight case of paranoia, ordered the execution of his parents, children, uncles and - finding himself occasionally lacking in authority and patriotism - has even considered killing himself. Let's give him a little helping hand, shall we?",这位患有轻微妄想症的著名朝鲜将军，下令处决了自己的父母，孩子，叔叔，甚至在偶尔发现自己缺乏权威和爱国精神的情况下，还考虑过杀死自己。我们能帮一下他吗？,KimDotKom_Identity,
Kevin,凯文,Kevin_Name,
Columbine,科伦拜,Kevin_City,
"This young American student killed 12 people during a shooting spree at his college campus. Thanks to God's grace and the First Amendment, he was able to store 600 firearms, two 4-inch canons, a tank and a fighter plane at his home.",这位年轻的美国学生在大学校区的一场枪击事件中杀害了12个人。感谢上天的恩惠以及美国第一修正案，让他能够在家中存储600把枪，2架4英尺大炮，一架坦克以及一架战斗机。,Kevin_Identity,
Bernard,伯纳德,Bernard_Name,
New York City,纽约城,Bernard_City,
"This former Wall Street banker developed a pyramid scheme and used it to extort $50 billion from his victims. He offered them the chance to invest in Jamaican T-bills guaranteed by the Greek central bank, which he would buy back a month later for double the price. The scheme's crash led to numerous investors committing suicide.",这位前华尔街银行家利用自己制定的传销骗局从受害者身上强夺了500亿美元。他说自己能给他们购买由希腊中央银行所担保的牙买加国债的机会，并称自己会在一个月后以双倍价格购回。随着计划的破灭，有许多投资者选择了自杀。,Bernard_Identity,
Oscar,奥斯卡,Oscar_Name,
San Francisco,旧金山,Oscar_City,
"The famous top athlete Oscar is accused of murdering his wife. Having always protested his innocence, he claims that after getting up in the middle of the night to fetch a drink, his wife slipped on a lettuce leaf in front of the fridge and, as she stumbled around, fell eight times onto the kitchen knife that had been inadvertently placed upright on the edge of the sink.",著名的顶级运动员奥斯卡被控告谋杀他的妻子。不过他始终坚称自己是无辜的，他说那天晚上他妻子起床去取饮料时被冰箱前的莴苣叶给滑倒，在她跌跌撞撞期间，她反复八次撞到了偶然放置于洗碗池边缘的菜刀。,Oscar_Identity,
Mohamed,穆罕默德,Mohamed_Name,
Pakistan,巴基斯坦,Mohamed_City,
"Sheikh Bin Mohamed was hell bent on putting an end to Western civilization. This religious fanatic is said to have trained over 200 revolutionaries, each ready to blow themselves up in the middle of crowds of innocent bystanders just to prove their determination. ""SBM"" is said to have been spotted in a quiet town in Pakistan, residing in a villa equipped with Netflix, a huge Mercedes and the latest iPad.",谢赫·本·穆罕默德是个逢西必反的人。据说这位极端宗教分子培训过的革命者已经超过200人了，为了证明自己的觉悟，他们每个人都做好了在无辜人群中引爆自己的准备。有人在巴基斯坦的一座平静村子里见过穆罕默德，据说他住的别墅配有网飞、梅塞德斯轿车以及最新款iPad。,Mohamed_Identity,
Andreï,安德烈,Andreï_Name,
Moscow,莫斯科,Andreï_City,
"This Russian millionaire Mafioso illegally monopolized part of Siberia's gas production. Today he owns three top English soccer clubs, a French ski resort and a MouseLand theme park, where his daughter married the showbiz star Tuff Momy in the world's most expensive wedding.",这位俄罗斯富豪黑手党非法垄断了西伯利亚地区的天然气生产。时至今日，他已经拥有三家英国足球俱乐部，一家法国滑雪度假村以及一家老鼠国主题乐园，他女儿就是在这里和娱乐明星塔夫·默麦举办了世界上最为奢华的婚礼。,Andreï_Identity,
Miraël,米拉埃尔,Miraël_Name,
Los Angeles,洛杉矶,Miraël_City,
"This rich guru, whose sect includes several Hollywood actors among its numbers, is father to 66 children and the owner of a huge ranch that burnt down in a terrible fire killing 130 people. The inquiry showed that the men had actually killed themselves in a suicide pact, and that, bizarrely, the women had been chained up in another room, completely naked and blindfolded.",这位门派弟子包括数位好莱坞演员的富有古鲁不仅是66位孩子的爹，还是一座大牧场的主人，不过这座牧场已经被大火给烧毁了，有130人死于那次火灾。据官方调查显示，男人都已经在自杀合约中自杀了，更令人诧异的是，女人都被拴在另一间房里，没穿衣服，眼睛也是蒙着的。,Miraël_Identity,
Ratko,拉特科,Ratko_Name,
Belgrade,贝尔格莱德,Ratko_City,
"This Serbian general, who was tried and found guilty of genocide, is now hiding in our midst. He pays his taxes and has a letterbox with his name on it. However, no-one's ever managed to arrest him, as the times when he leaves the house never coincide with the cops' stakeout schedule. He manages to pass incognito by wearing a moustache that makes people in the street confuse him with Tom Selleck.",这位犯有种族灭绝罪的塞尔维亚将军现在正潜藏在我们中间。他一直都有在纳税，而且他的信箱还写着他的名字。但是没有人曾逮捕过他，仿佛他的出行时间永远都能错开警察的监视时间。他通过戴小胡子的伪装成功混入人群，路人们常把他和汤姆·塞力克搞混。,Ratko_Identity,
Freddy,弗莱迪,Freddy_Name,
Texas,德克萨斯,Freddy_City,
"Freddy is a serial killer who lives in an isolated and abandoned house. According to the few eyewitness accounts we have from local farmers, he wears a mask and is said to have massacred five groups of students who lost their way near his home. Each time, the story pans out the same: contrary to common sense, the group splits up and the pretty female students are culled one by one. Are you gonna wait for Freddy XXVII to do something about it?",弗莱迪是名连环杀手，他住在偏远的一间废弃房子里。据当地农民的目击陈述，他戴着面罩，且据说他已经杀害了五队在他家附近迷路的学生。故事的展开每次都相同：不同于正常认识，队伍里的人都是分开行动的，漂亮的女学生一个接一个地被杀害。你要等到弗莱迪27世动手吗？,Freddy_Identity,
Pablo,帕布罗,Pablo_Name,
Colombia,哥伦比亚,Pablo_City,
"He's in charge of the country's largest drug cartel. His private army includes 50,000 men, and his traffic represents 20% of the country's GDP. Pablo has radical ways of punishing people: he sends one of the victim's hands to their family, a foot to the Columbian government, the other foot to the American CIA, and an ear to Mike Tyson.",他执掌着国内最大的贩毒集团。他的私人军队超过了5万人，他的生意占据了国家20%的GDP。帕布罗使用极端的方式来惩罚人们：他把受害者的一只手寄给他们的家人，一条腿寄给哥伦比亚政府，另一条腿寄给美国中央情报局，还把一只耳朵寄给迈克·泰森。,Pablo_Identity,
Dr. Mad,疯博士,Mad_Name,
Boston,波士顿,Mad_City,
"Dr.Mad is a crazy genius, who has developed a thermonuclear laser satellite system that will allow him to annihilate the world by simply pressing a button. But each time he tries to do so, this idiot gives a half-hour monologue boasting about his cunning plan, which gives the secret agents tracking him time to prevent him from pressing the button.",疯博士是个疯狂的天才，只需一个键，他开发的热核激光卫星系统就能消灭掉整个世界。不过这白痴每次动手前，都会花上半个小时来长篇大论他的阴险计划，这给了特工们足够的时间来追踪并阻止他按下那个按键。,Mad_Identity,
c0mI3ack,c0mI3ack,c0mI3ack_Name,
San Francisco,旧金山,c0mI3ack_City,
"This hacker's wrongdoings have led to the death of 2,300 people. He hacked into the computers onboard several Boeing and Airbus planes by installing a special file, the name of which was 256 characters long. These computers, which ran Windows 95, suddenly started displaying blue screens, and the pilots, despite pressing CTRL-ALT-DEL several times, couldn't do anything about it. The planes all crashed.",这名骇客的非法行为已导致2300人死亡。他把文件名长达256个字符的特殊文件安装到波音与空中客车飞机的电脑上。这些运行着Windows95的电脑突然间就蓝屏了，机上的飞行员除了狂按CTRL+ALT+DEL的组合键外什么都做不了。最后飞机全都坠毁了。,c0mI3ack_Identity,
Aldrich,奥德里奇,Aldrich_Name,
Vaduz,瓦杜兹,Aldrich_City,
